overview,United Kingdom,K02000001,2021-01-25,22195,3669658
overview,United Kingdom,K02000001,2021-01-24,30004,3647463
overview,United Kingdom,K02000001,2021-01-23,33552,3617459
overview,United Kingdom,K02000001,2021-01-22,40261,3583907
overview,United Kingdom,K02000001,2021-01-21,37892,3543646
overview,United Kingdom,K02000001,2021-01-20,38905,3505754
overview,United Kingdom,K02000001,2021-01-19,33355,3466849
overview,United Kingdom,K02000001,2021-01-18,37535,3433494
overview,United Kingdom,K02000001,2021-01-17,38598,3395959
overview,United Kingdom,K02000001,2021-01-16,41346,3357361
overview,United Kingdom,K02000001,2021-01-15,55761,3316019
overview,United Kingdom,K02000001,2021-01-14,48682,3260258
overview,United Kingdom,K02000001,2021-01-13,47525,3211576
overview,United Kingdom,K02000001,2021-01-12,45533,3164051
overview,United Kingdom,K02000001,2021-01-11,46169,3118518
overview,United Kingdom,K02000001,2021-01-10,54940,3072349
